bgeeGeneId	geneId	geneName	geneDescription	speciesId	geneBioTypeId	ensemblGene	geneMappedToGeneIdCount
228977	ENSLOCG00000013429	relch	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:NCBI gene;Acc:393817]	7918	6	1	1
228978	ENSLOCG00000013430	efnb3a	ephrin B3 [Source:NCBI gene;Acc:102687129]	7918	6	1	1
228979	ENSLOCG00000013431	UNC13C	unc-13 homolog C [Source:NCBI gene;Acc:102687210]	7918	6	1	1
228980	ENSLOCG00000013432	HOXB1	homeobox B1 [Source:NCBI gene;Acc:102691038]	7918	6	1	1
228981	ENSLOCG00000013433	cdkn2a/b	cyclin dependent kinase inhibitor 2B [Source:NCBI gene;Acc:102686533]	7918	6	1	1
228982	ENSLOCG00000013434	wrap53	WD repeat containing, antisense to TP53 [Source:ZFIN;Acc:ZDB-GENE-030131-515]	7918	6	1	1
228983	ENSLOCG00000013435	si:ch211-149b19.3	protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:NCBI gene;Acc:102696178]	7918	6	1	1
228984	ENSLOCG00000013436	hoxb3a	homeobox B3 [Source:NCBI gene;Acc:102682598]	7918	6	1	1
228985	ENSLOCG00000013437			7918	6	1	1
228986	ENSLOCG00000013438	abcg2a	ATP-binding cassette sub-family G member 2-like [Source:NCBI gene;Acc:102686740]	7918	6	1	1
228987	ENSLOCG00000013439		platelet endothelial cell adhesion molecule-like [Source:NCBI gene;Acc:102682923]	7918	6	1	1
228988	ENSLOCG00000013440	hoxb5b	homeobox B5 [Source:NCBI gene;Acc:102683203]	7918	6	1	1
228989	ENSLOCG00000013441		zona pellucida sperm-binding protein 3-like [Source:NCBI gene;Acc:107076559]	7918	6	1	1
228990	ENSLOCG00000013442	pign	phosphatidylinositol glycan anchor biosynthesis class N [Source:NCBI gene;Acc:107078308]	7918	6	1	1
228991	ENSLOCG00000013443	hoxb6a	homeobox B6 [Source:NCBI gene;Acc:102683406]	7918	6	1	1
228992	ENSLOCG00000013444	epoa	erythropoietin [Source:NCBI gene;Acc:102687741]	7918	6	1	1
228993	ENSLOCG00000013445	rsl24d1	ribosomal L24 domain containing 1 [Source:NCBI gene;Acc:102687415]	7918	6	1	1
228994	ENSLOCG00000013446	gigyf1b	GRB10 interacting GYF protein 1b [Source:ZFIN;Acc:ZDB-GENE-091204-310]	7918	6	1	1
228995	ENSLOCG00000013447	pkd2	polycystin 2, transient receptor potential cation channel [Source:NCBI gene;Acc:102686939]	7918	6	1	1
228996	ENSLOCG00000013448	hoxb7a	homeobox B7 [Source:NCBI gene;Acc:102683615]	7918	6	1	1
228997	ENSLOCG00000013449	prpsap1	phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:NCBI gene;Acc:102698635]	7918	6	1	1
228998	ENSLOCG00000013450	rab27a	RAB27A, member RAS oncogene family [Source:NCBI gene;Acc:102687621]	7918	6	1	1
228999	ENSLOCG00000013451	hoxb8a	homeobox B8 [Source:NCBI gene;Acc:102683824]	7918	6	1	1
229000	ENSLOCG00000013452	slc12a9	solute carrier family 12 member 9 [Source:NCBI gene;Acc:793341]	7918	6	1	1
229001	ENSLOCG00000013453	hoxb9a	homeobox B9 [Source:NCBI gene;Acc:102684159]	7918	6	1	1
229002	ENSLOCG00000013454	pigb	phosphatidylinositol glycan anchor biosynthesis class B [Source:NCBI gene;Acc:102698882]	7918	6	1	1
229003	ENSLOCG00000013455	hoxb10a	homeobox protein Hox-B10a-like [Source:NCBI gene;Acc:102691436]	7918	6	1	1
229004	ENSLOCG00000013456			7918	6	1	1
229005	ENSLOCG00000013457	hoxb13a	homeobox B13 [Source:NCBI gene;Acc:102684356]	7918	6	1	1
229006	ENSLOCG00000013458	RHBDF2	rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]	7918	6	1	1
229007	ENSLOCG00000013459	hnf4g	hepatocyte nuclear factor 4 gamma [Source:NCBI gene;Acc:102682179]	7918	6	1	1
229008	ENSLOCG00000013460		homeobox even-skipped homolog protein 1-like [Source:NCBI gene;Acc:102691634]	7918	6	1	1
229009	ENSLOCG00000013461			7918	6	1	1
229010	ENSLOCG00000013462	aanat1	aralkylamine N-acetyltransferase [Source:NCBI gene;Acc:102683533]	7918	6	1	1
229011	ENSLOCG00000013463	ppp1r35	protein phosphatase 1 regulatory subunit 35 [Source:NCBI gene;Acc:102688557]	7918	6	1	1
229012	ENSLOCG00000013464	CDKL2	cyclin dependent kinase like 2 [Source:HGNC Symbol;Acc:HGNC:1782]	7918	6	1	1
229013	ENSLOCG00000013465		cell cycle progression 1 [Source:NCBI gene;Acc:102699077]	7918	6	1	1
229014	ENSLOCG00000013466		tubulin tyrosine ligase like 6 [Source:NCBI gene;Acc:107079296]	7918	6	1	1
229015	ENSLOCG00000013467	pld2	phospholipase D2 [Source:ZFIN;Acc:ZDB-GENE-060216-4]	7918	6	1	1
229016	ENSLOCG00000013468	UBE2O	ubiquitin conjugating enzyme E2 O [Source:NCBI gene;Acc:102698961]	7918	6	1	1
229017	ENSLOCG00000013469	ZNF106	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]	7918	6	1	1
229018	ENSLOCG00000013470	g3bp2	G3BP stress granule assembly factor 2 [Source:NCBI gene;Acc:102687338]	7918	6	1	1
229019	ENSLOCG00000013471	DCAF1	DDB1 and CUL4 associated factor 1 [Source:NCBI gene;Acc:102685523]	7918	6	1	1
229020	ENSLOCG00000013472	zfhx4	zinc finger homeobox 4 [Source:NCBI gene;Acc:102697503]	7918	6	1	1
229021	ENSLOCG00000013473		SKICH domain-containing protein	7918	6	1	1
229022	ENSLOCG00000013474	dnaaf4	dynein axonemal assembly factor 4 [Source:NCBI gene;Acc:102687822]	7918	6	1	1
229023	ENSLOCG00000013475	pex2	peroxisomal biogenesis factor 2 [Source:NCBI gene;Acc:102682380]	7918	6	1	1
229024	ENSLOCG00000013476	pygo1	pygopus family PHD finger 1 [Source:NCBI gene;Acc:102682362]	7918	6	1	1
229025	ENSLOCG00000013477	SPHK1	sphingosine kinase 1 [Source:NCBI gene;Acc:102683742]	7918	6	1	1
229026	ENSLOCG00000013478			7918	6	1	1
229027	ENSLOCG00000013479	mink1	misshapen-like kinase 1 [Source:ZFIN;Acc:ZDB-GENE-060526-45]	7918	6	1	1
229028	ENSLOCG00000013480	PRTG	protogenin [Source:NCBI gene;Acc:102682561]	7918	6	1	1
229029	ENSLOCG00000013481	si:dkey-49n23.1	semaphorin-3D-like [Source:NCBI gene;Acc:102683378]	7918	6	1	1
229030	ENSLOCG00000013482	snap23.1	synaptosome associated protein 23 [Source:NCBI gene;Acc:102696126]	7918	6	1	1
229031	ENSLOCG00000013483	FBF1	Fas binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]	7918	6	1	1
229032	ENSLOCG00000013484	atp5mc1	ATP synthase membrane subunit c locus 1 [Source:NCBI gene;Acc:102684558]	7918	6	1	1
229033	ENSLOCG00000013485	uso1	USO1 vesicle transport factor [Source:NCBI gene;Acc:102687546]	7918	6	1	1
229034	ENSLOCG00000013486			7918	6	1	1
229035	ENSLOCG00000013487	PKIA	cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]	7918	6	1	1
229036	ENSLOCG00000013488	ube2z	ubiquitin-conjugating enzyme E2Z [Source:NCBI gene;Acc:436602]	7918	6	1	1
229037	ENSLOCG00000013489	nedd4a	NEDD4 E3 ubiquitin protein ligase [Source:NCBI gene;Acc:102688027]	7918	6	1	1
229038	ENSLOCG00000013490	zc2hc1a	zinc finger C2HC-type containing 1A [Source:NCBI gene;Acc:102682784]	7918	6	1	1
229039	ENSLOCG00000013491	sptb	spectrin beta chain, erythrocytic-like [Source:NCBI gene;Acc:102687223]	7918	6	1	1
229040	ENSLOCG00000013492		protein SSUH2 homolog [Source:NCBI gene;Acc:102685732]	7918	6	1	1
229041	ENSLOCG00000013493	snf8	SNF8 subunit of ESCRT-II [Source:NCBI gene;Acc:102685555]	7918	6	1	1
229042	ENSLOCG00000013494	acox1	acyl-CoA oxidase 1 [Source:NCBI gene;Acc:102699153]	7918	6	1	1
229043	ENSLOCG00000013495	ctnnd2b	catenin delta 2 [Source:NCBI gene;Acc:102697697]	7918	6	1	1
229044	ENSLOCG00000013496	ssuh2.4	protein SSUH2 homolog [Source:NCBI gene;Acc:102683587]	7918	6	1	1
229045	ENSLOCG00000013497	igf2bp1	insulin like growth factor 2 mRNA binding protein 1 [Source:NCBI gene;Acc:102692233]	7918	6	1	1
229046	ENSLOCG00000013498			7918	6	1	1
229047	ENSLOCG00000013499	gnb2	guanine nucleotide binding protein (G protein), beta polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-050320-65]	7918	6	1	1
229048	ENSLOCG00000013500		Kazal-like domain-containing protein	7918	6	1	1
229049	ENSLOCG00000013501	actl6b	actin like 6B [Source:NCBI gene;Acc:102697409]	7918	6	1	1
229050	ENSLOCG00000013502		protein SSUH2 homolog [Source:NCBI gene;Acc:102683799]	7918	6	1	1
229051	ENSLOCG00000013503	evpla	envoplakin [Source:NCBI gene;Acc:102684343]	7918	6	1	1
229052	ENSLOCG00000013504			7918	6	1	1
229053	ENSLOCG00000013505	rfx7a	regulatory factor X7 [Source:NCBI gene;Acc:102688231]	7918	6	1	1
229054	ENSLOCG00000013506	si:dkey-225f5.4	si:dkey-225f5.4 [Source:ZFIN;Acc:ZDB-GENE-030131-305]	7918	6	1	1
229055	ENSLOCG00000013507	msl1b	MSL complex subunit 1 [Source:NCBI gene;Acc:102692638]	7918	6	1	1
229056	ENSLOCG00000013508	tex9	testis expressed 9 [Source:NCBI gene;Acc:102682764]	7918	6	1	1
229057	ENSLOCG00000013509		calcium-binding protein P-like [Source:NCBI gene;Acc:107077162]	7918	6	1	1
229058	ENSLOCG00000013510	churc1	churchill domain containing 1 [Source:NCBI gene;Acc:102696326]	7918	6	1	1
229059	ENSLOCG00000013511			7918	6	1	1
229060	ENSLOCG00000013512	rpl32	ribosomal protein L32 [Source:NCBI gene;Acc:102685933]	7918	6	1	1
229061	ENSLOCG00000013513	si:ch1073-228j22.2	SPRY domain-containing SOCS box protein 4-like [Source:NCBI gene;Acc:102689778]	7918	6	1	1
229062	ENSLOCG00000013514	srp68	signal recognition particle 68 [Source:NCBI gene;Acc:102682382]	7918	6	1	1
229063	ENSLOCG00000013515	ankrd33bb	ankyrin repeat domain 33B [Source:NCBI gene;Acc:102682986]	7918	6	1	1
229064	ENSLOCG00000013516	cdan1	codanin 1 [Source:NCBI gene;Acc:102687636]	7918	6	1	1
229065	ENSLOCG00000013517		serine/threonine-protein kinase WNK2-like [Source:NCBI gene;Acc:102687952]	7918	6	1	1
229066	ENSLOCG00000013518	casc3	casc3 exon junction complex subunit [Source:NCBI gene;Acc:403025]	7918	6	1	1
229067	ENSLOCG00000013519	mns1	meiosis specific nuclear structural 1 [Source:NCBI gene;Acc:102682968]	7918	6	1	1
229068	ENSLOCG00000013520	cand2	cullin associated and neddylation dissociated 2 (putative) [Source:NCBI gene;Acc:102686133]	7918	6	1	1
229069	ENSLOCG00000013521		ANF_receptor domain-containing protein	7918	6	1	1
229070	ENSLOCG00000013522	sparcl1	SPARC-like protein 1 [Source:NCBI gene;Acc:107077152]	7918	6	1	1
229071	ENSLOCG00000013523	ropn1l	rhophilin associated tail protein 1 like [Source:NCBI gene;Acc:102683189]	7918	6	1	1
229072	ENSLOCG00000013524			7918	6	1	1
229073	ENSLOCG00000013525	rapgefl1	Rap guanine nucleotide exchange factor (GEF)-like 1 [Source:ZFIN;Acc:ZDB-GENE-131121-404]	7918	6	1	1
229074	ENSLOCG00000013526			7918	6	1	1
229075	ENSLOCG00000013527	march6	membrane associated ring-CH-type finger 6 [Source:NCBI gene;Acc:102698291]	7918	6	1	1
229076	ENSLOCG00000013528	polg2	polymerase (DNA directed), gamma 2, accessory subunit [Source:ZFIN;Acc:ZDB-GENE-060810-116]	7918	6	1	1
229077	ENSLOCG00000013529	sec13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-040426-2649]	7918	6	1	1
229078	ENSLOCG00000013530		NYAP_N domain-containing protein	7918	6	1	1
229079	ENSLOCG00000013531	znf280d	zinc finger protein 280D [Source:ZFIN;Acc:ZDB-GENE-030131-2260]	7918	6	1	1
229080	ENSLOCG00000013532		dentin sialophosphoprotein-like [Source:NCBI gene;Acc:107077159]	7918	6	1	1
229081	ENSLOCG00000013533	ttbk2b	tau tubulin kinase 2 [Source:NCBI gene;Acc:102696514]	7918	6	1	1
229082	ENSLOCG00000013534	ddx5	DEAD-box helicase 5 [Source:NCBI gene;Acc:102682583]	7918	6	1	1
229083	ENSLOCG00000013535	cdc6	cell division cycle 6 [Source:NCBI gene;Acc:102693245]	7918	6	1	1
229084	ENSLOCG00000013536	atp1b2a	ATPase Na+/K+ transporting subunit beta 2a [Source:ZFIN;Acc:ZDB-GENE-001127-2]	7918	6	1	1
229085	ENSLOCG00000013537	grip2b	glutamate receptor interacting protein 2 [Source:NCBI gene;Acc:102684205]	7918	6	1	1
229086	ENSLOCG00000013538			7918	6	1	1
229087	ENSLOCG00000013539	tcf12	transcription factor 12 [Source:NCBI gene;Acc:102688436]	7918	6	1	1
229088	ENSLOCG00000013540	tmem62	transmembrane protein 62 [Source:ZFIN;Acc:ZDB-GENE-040426-1837]	7918	6	1	1
229089	ENSLOCG00000013541			7918	6	1	1
229090	ENSLOCG00000013542	CEP95	centrosomal protein 95 [Source:NCBI gene;Acc:102684740]	7918	6	1	1
229091	ENSLOCG00000013543	si:ch73-269m23.5	ceramide-1-phosphate transfer protein-like [Source:NCBI gene;Acc:102690990]	7918	6	1	1
229092	ENSLOCG00000013544	cmbl	carboxymethylenebutenolidase homolog [Source:NCBI gene;Acc:102698493]	7918	6	1	1
229093	ENSLOCG00000013545	tnip2	TNFAIP3 interacting protein 2 [Source:NCBI gene;Acc:102688155]	7918	6	1	1
229094	ENSLOCG00000013546	chrne	cholinergic receptor, nicotinic, epsilon [Source:ZFIN;Acc:ZDB-GENE-040808-32]	7918	6	1	1
229095	ENSLOCG00000013547	cgnl1	cingulin like 1 [Source:NCBI gene;Acc:102683372]	7918	6	1	1
229096	ENSLOCG00000013548	fam193a	family with sequence similarity 193 member A [Source:ZFIN;Acc:ZDB-GENE-080917-25]	7918	6	1	1
229097	ENSLOCG00000013549	cct5	chaperonin containing TCP1 subunit 5 [Source:NCBI gene;Acc:102698699]	7918	6	1	1
229098	ENSLOCG00000013550	ptgr2	prostaglandin reductase 2 [Source:NCBI gene;Acc:102688042]	7918	6	1	1
229099	ENSLOCG00000013551	slc6a6b	solute carrier family 6 member 6 [Source:NCBI gene;Acc:102686336]	7918	6	1	1
229100	ENSLOCG00000013552		retinol dehydrogenase 8-like [Source:NCBI gene;Acc:102693448]	7918	6	1	1
229101	ENSLOCG00000013553		CST complex subunit CTC1	7918	6	1	1
229102	ENSLOCG00000013554	smurf2	SMAD specific E3 ubiquitin protein ligase 2 [Source:NCBI gene;Acc:563633]	7918	6	1	1
229103	ENSLOCG00000013555	elmsan1a	ELM2 and Myb/SANT domain containing 1 [Source:NCBI gene;Acc:102688246]	7918	6	1	1
229104	ENSLOCG00000013556	GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6 [Source:NCBI gene;Acc:102696568]	7918	6	1	1
229105	ENSLOCG00000013557	IKZF3	zinc finger protein Aiolos-like [Source:NCBI gene;Acc:102685762]	7918	6	1	1
229106	ENSLOCG00000013558		CST complex subunit CTC1	7918	6	1	1
229107	ENSLOCG00000013559	mtrr	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:NCBI gene;Acc:102683394]	7918	6	1	1
229108	ENSLOCG00000013560	lsm3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene;Acc:102686541]	7918	6	1	1
229109	ENSLOCG00000013561	tfr2	transferrin receptor 2 [Source:NCBI gene;Acc:102691590]	7918	6	1	1
229110	ENSLOCG00000013562		complement C1q-like protein 3 [Source:NCBI gene;Acc:102693841]	7918	6	1	1
229111	ENSLOCG00000013563	myzap	myocardial zonula adherens protein-like [Source:NCBI gene;Acc:102683581]	7918	6	1	1
229112	ENSLOCG00000013564	zgc:171566	gamma-glutamyl hydrolase-like [Source:NCBI gene;Acc:102684400]	7918	6	1	1
229113	ENSLOCG00000013565	galnt7	polypeptide N-acetylgalactosaminyltransferase 7 [Source:NCBI gene;Acc:102696764]	7918	6	1	1
229114	ENSLOCG00000013566	crip1	cysteine-rich protein 1 [Source:NCBI gene;Acc:102696709]	7918	6	1	1
229115	ENSLOCG00000013567	IGFBP4	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]	7918	6	1	1
229116	ENSLOCG00000013568	bptf	bromodomain PHD finger transcription factor [Source:ZFIN;Acc:ZDB-GENE-030131-3200]	7918	6	1	1
229117	ENSLOCG00000013569	crip2l	cysteine-rich protein 2-like [Source:NCBI gene;Acc:102688452]	7918	6	1	1
229118	ENSLOCG00000013570	zgc:158659	zgc:158659 [Source:ZFIN;Acc:ZDB-GENE-070112-492]	7918	6	1	1
229119	ENSLOCG00000013571	sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:ZFIN;Acc:ZDB-GENE-030131-8969]	7918	6	1	1
229120	ENSLOCG00000013572	TNS4	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]	7918	6	1	1
229121	ENSLOCG00000013573	abtb1	ankyrin repeat and BTB domain containing 1 [Source:NCBI gene;Acc:102686748]	7918	6	1	1
229122	ENSLOCG00000013574	aldh1a2	aldehyde dehydrogenase 1 family member A2 [Source:NCBI gene;Acc:102689169]	7918	6	1	1
229123	ENSLOCG00000013575		death-associated protein 1-like [Source:NCBI gene;Acc:102685962]	7918	6	1	1
229124	ENSLOCG00000013576	slc6a14	solute carrier family 6 member 14 [Source:NCBI gene;Acc:102694612]	7918	6	1	1
229125	ENSLOCG00000013577	smarce1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-967]	7918	6	1	1
229126	ENSLOCG00000013578	hmgb2a	high mobility group box 2 [Source:NCBI gene;Acc:102696964]	7918	6	1	1
229127	ENSLOCG00000013579		podocalyxin like 2 [Source:NCBI gene;Acc:102684598]	7918	6	1	1
229128	ENSLOCG00000013580		zinc finger CW-type PWWP domain protein 1-like [Source:NCBI gene;Acc:102691984]	7918	6	1	1
229129	ENSLOCG00000013581	hand2	heart and neural crest derivatives expressed 2 [Source:NCBI gene;Acc:102697155]	7918	6	1	1
229130	ENSLOCG00000013582	mcm2	minichromosome maintenance complex component 2 [Source:NCBI gene;Acc:102684793]	7918	6	1	1
229131	ENSLOCG00000013583	aqp9b	aquaporin 9 [Source:NCBI gene;Acc:102689516]	7918	6	1	1
229132	ENSLOCG00000013584		keratin, type I cytoskeletal 13-like [Source:NCBI gene;Acc:102686369]	7918	6	1	1
229133	ENSLOCG00000013585	atpsckmt	ATP synthase c subunit lysine N-methyltransferase [Source:NCBI gene;Acc:102683813]	7918	6	1	1
229134	ENSLOCG00000013586	mepce	methylphosphate capping enzyme [Source:NCBI gene;Acc:561384]	7918	6	1	1
229135	ENSLOCG00000013587	fbxo8	F-box protein 8 [Source:NCBI gene;Acc:102697357]	7918	6	1	1
229136	ENSLOCG00000013588		chromosome LG10 open reading frame, human C17orf58 [Source:NCBI gene;Acc:102685337]	7918	6	1	1
229137	ENSLOCG00000013589	slc6a14	solute carrier family 6 member 14 [Source:ZFIN;Acc:ZDB-GENE-130411-2]	7918	6	1	1
229138	ENSLOCG00000013590	cep44	centrosomal protein 44 [Source:NCBI gene;Acc:102688567]	7918	6	1	1
229139	ENSLOCG00000013591		tetratricopeptide repeat protein 24-like [Source:NCBI gene;Acc:102683792]	7918	6	1	1
229140	ENSLOCG00000013592	mogat3b	monoacylglycerol O-acyltransferase 3 [Source:NCBI gene;Acc:102692390]	7918	6	1	1
229141	ENSLOCG00000013593	si:dkey-118j18.2	si:dkey-118j18.2 [Source:ZFIN;Acc:ZDB-GENE-030131-8692]	7918	6	1	1
229142	ENSLOCG00000013594	nol11	nucleolar protein 11 [Source:NCBI gene;Acc:102685750]	7918	6	1	1
229143	ENSLOCG00000013595	ccdc51	coiled-coil domain containing 51 [Source:NCBI gene;Acc:102686947]	7918	6	1	1
229144	ENSLOCG00000013596	zgc:163098	U2 snRNP-associated SURP motif-containing protein-like [Source:NCBI gene;Acc:102695202]	7918	6	1	1
229145	ENSLOCG00000013597	hpgd	15-hydroxyprostaglandin dehydrogenase [Source:NCBI gene;Acc:102697547]	7918	6	1	1
229146	ENSLOCG00000013598	lipcb	lipase C, hepatic type [Source:NCBI gene;Acc:102683995]	7918	6	1	1
229147	ENSLOCG00000013599		IF rod domain-containing protein	7918	6	1	1
229148	ENSLOCG00000013600		transcription factor HES-7.1-A-like [Source:NCBI gene;Acc:102692801]	7918	6	1	1
229149	ENSLOCG00000013601			7918	6	1	1
229150	ENSLOCG00000013602	tma7	translation machinery associated 7 homolog [Source:NCBI gene;Acc:768290]	7918	6	1	1
229151	ENSLOCG00000013603	glra3	glycine receptor, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-020402-1]	7918	6	1	1
229152	ENSLOCG00000013604			7918	6	1	1
229153	ENSLOCG00000013605	her5	hairy-related 5 [Source:ZFIN;Acc:ZDB-GENE-990415-90]	7918	6	1	1
229154	ENSLOCG00000013606		arrestin domain-containing protein 3-like [Source:NCBI gene;Acc:102684993]	7918	6	1	1
229155	ENSLOCG00000013607	krt94	keratin, type I cytoskeletal 19 [Source:NCBI gene;Acc:102694832]	7918	6	1	1
229156	ENSLOCG00000013608		lysine--tRNA ligase-like [Source:NCBI gene;Acc:102684218]	7918	6	1	1
229157	ENSLOCG00000013609	adam10a	ADAM metallopeptidase domain 10 [Source:NCBI gene;Acc:102689715]	7918	6	1	1
229158	ENSLOCG00000013610		BHLH domain-containing protein	7918	6	1	1
229159	ENSLOCG00000013611	si:dkey-17e16.9	si:dkey-17e16.9 [Source:ZFIN;Acc:ZDB-GENE-091118-123]	7918	6	1	1
229160	ENSLOCG00000013612	dnase1l4.2	deoxyribonuclease gamma-like [Source:NCBI gene;Acc:102685189]	7918	6	1	1
229161	ENSLOCG00000013613	pls3	plastin 3 [Source:NCBI gene;Acc:102688655]	7918	6	1	1
229162	ENSLOCG00000013614	psmd12	proteasome 26S subunit, non-ATPase 12 [Source:NCBI gene;Acc:102682786]	7918	6	1	1
229163	ENSLOCG00000013615	gpm6aa	glycoprotein M6Aa [Source:ZFIN;Acc:ZDB-GENE-030710-7]	7918	6	1	1
229164	ENSLOCG00000013616	zgc:171775	mitogen-activated protein kinase 14A-like [Source:NCBI gene;Acc:102685390]	7918	6	1	1
229165	ENSLOCG00000013617	helz	helicase with zinc finger [Source:NCBI gene;Acc:102686153]	7918	6	1	1
229166	ENSLOCG00000013618	wdr17	WD repeat domain 17 [Source:NCBI gene;Acc:102697738]	7918	6	1	1
229167	ENSLOCG00000013619	TIMM21	translocase of inner mitochondrial membrane 21 [Source:NCBI gene;Acc:102684411]	7918	6	1	1
229168	ENSLOCG00000013620		UAP56-interacting factor-like [Source:NCBI gene;Acc:107077831]	7918	6	1	1
229169	ENSLOCG00000013621	lrch2	leucine rich repeats and calponin homology domain containing 2 [Source:NCBI gene;Acc:102695395]	7918	6	1	1
229170	ENSLOCG00000013622	neto1	neuropilin and tolloid like 1 [Source:NCBI gene;Acc:102698900]	7918	6	1	1
229171	ENSLOCG00000013623	plxnb1a	plexin b1a [Source:ZFIN;Acc:ZDB-GENE-050302-63]	7918	6	1	1
229172	ENSLOCG00000013624	krt98	keratin, type I cytoskeletal 13-like [Source:NCBI gene;Acc:102695027]	7918	6	1	1
229173	ENSLOCG00000013625	spata4	spermatogenesis associated 4 [Source:NCBI gene;Acc:102689173]	7918	6	1	1
229174	ENSLOCG00000013626	mindy2	MINDY lysine 48 deubiquitinase 2 [Source:ZFIN;Acc:ZDB-GENE-030616-328]	7918	6	1	1
229175	ENSLOCG00000013627	ASB5	ankyrin repeat and SOCS box containing 5 [Source:NCBI gene;Acc:102697939]	7918	6	1	1
229176	ENSLOCG00000013628	cacng1b	calcium voltage-gated channel auxiliary subunit gamma 1 [Source:NCBI gene;Acc:102683125]	7918	6	1	1
229177	ENSLOCG00000013629	sltm	SAFB like transcription modulator [Source:NCBI gene;Acc:102684395]	7918	6	1	1
229178	ENSLOCG00000013630	rnf167	ring finger protein 167 [Source:NCBI gene;Acc:102693404]	7918	6	1	1
229179	ENSLOCG00000013631	spcs3	signal peptidase complex subunit 3 [Source:NCBI gene;Acc:102698136]	7918	6	1	1
229180	ENSLOCG00000013632	il13ra2	interleukin 13 receptor subunit alpha 2 [Source:NCBI gene;Acc:102695590]	7918	6	1	1
229181	ENSLOCG00000013633	cacng4a	calcium voltage-gated channel auxiliary subunit gamma 4 [Source:NCBI gene;Acc:102683326]	7918	6	1	1
229182	ENSLOCG00000013634	vegfc	vascular endothelial growth factor c [Source:ZFIN;Acc:ZDB-GENE-040303-4]	7918	6	1	1
229183	ENSLOCG00000013635	cacng5a	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:NCBI gene;Acc:102683532]	7918	6	1	1
229184	ENSLOCG00000013636	SLC16A2	solute carrier family 16 member 2 [Source:NCBI gene;Acc:102695786]	7918	6	1	1
