9986	9031	9606	9544	10116	10090
ENSOCUG00000012521	ENSGALG00000008990	ENSG00000147231	ENSMMUG00000014606	ENSRNOG00000011120	ENSMUSG00000042498
ENSOCUG00000012524	ENSGALG00000002067	ENSG00000033011	ENSMMUG00000007494	ENSRNOG00000002883	ENSMUSG00000039427
ENSOCUG00000012525	ENSGALG00000038704	ENSG00000170852	ENSMMUG00000004944	ENSRNOG00000013809	ENSMUSG00000059486
ENSOCUG00000012527	ENSGALG00000033638	ENSG00000147606	ENSMMUG00000019481	ENSRNOG00000006096	ENSMUSG00000040569
ENSOCUG00000012530	ENSGALG00000043555	ENSG00000168743	ENSMMUG00000023428	ENSRNOG00000052873	ENSMUSG00000040998
ENSOCUG00000012534	ENSGALG00000015140	ENSG00000134765	ENSMMUG00000011690	ENSRNOG00000056258	ENSMUSG00000044322
ENSOCUG00000012539	ENSGALG00000041783	ENSG00000139291	ENSMMUG00000020948	ENSRNOG00000003985	ENSMUSG00000069520
ENSOCUG00000012541	ENSGALG00000036836	ENSG00000171243	ENSMMUG00000016817	ENSRNOG00000005770	ENSMUSG00000036169
ENSOCUG00000012542	ENSGALG00000005400	ENSG00000157445	ENSMMUG00000047365	ENSRNOG00000031287	ENSMUSG00000021991
ENSOCUG00000012543	ENSGALG00000005243	ENSG00000107758	ENSMMUG00000015714	ENSRNOG00000054782	ENSMUSG00000021816
ENSOCUG00000012544	ENSGALG00000029197	ENSG00000149571	ENSMMUG00000006931	ENSRNOG00000009772	ENSMUSG00000032036
ENSOCUG00000012547	ENSGALG00000005232	ENSG00000166348	ENSMMUG00000001821	ENSRNOG00000027012	ENSMUSG00000034235
ENSOCUG00000012551	ENSGALG00000010678	ENSG00000121644	ENSMMUG00000022310	ENSRNOG00000004524	ENSMUSG00000026502
ENSOCUG00000012552	ENSGALG00000010006	ENSG00000120519	ENSMMUG00000005522	ENSRNOG00000011991	ENSMUSG00000031684
ENSOCUG00000012556	ENSGALG00000007963	ENSG00000101096	ENSMMUG00000012657	ENSRNOG00000012175	ENSMUSG00000027544
ENSOCUG00000012557	ENSGALG00000006074	ENSG00000110693	ENSMMUG00000002753	ENSRNOG00000020514	ENSMUSG00000051910
ENSOCUG00000012558	ENSGALG00000035734	ENSG00000123411	ENSMMUG00000007523	ENSRNOG00000005535	ENSMUSG00000002578
ENSOCUG00000012560	ENSGALG00000005226	ENSG00000177791	ENSMMUG00000013696	ENSRNOG00000040122	ENSMUSG00000068697
ENSOCUG00000012561	ENSGALG00000020479	ENSG00000134802	ENSMMUG00000010601	ENSRNOG00000061768	ENSMUSG00000027074
ENSOCUG00000012564	ENSGALG00000029343	ENSG00000178982	ENSMMUG00000028767	ENSRNOG00000020495	ENSMUSG00000053565
ENSOCUG00000012565	ENSGALG00000005169	ENSG00000196968	ENSMMUG00000013695	ENSRNOG00000009274	ENSMUSG00000039357
ENSOCUG00000012566	ENSGALG00000006809	ENSG00000110777	ENSMMUG00000003244	ENSRNOG00000011500	ENSMUSG00000032053
ENSOCUG00000012571	ENSGALG00000047542	ENSG00000181924	ENSMMUG00000007381	ENSRNOG00000068342	ENSMUSG00000044881
ENSOCUG00000012575	ENSGALG00000015113	ENSG00000188647	ENSMMUG00000003132	ENSRNOG00000014891	ENSMUSG00000074925
ENSOCUG00000012578	ENSGALG00000005088	ENSG00000148660	ENSMMUG00000021393	ENSRNOG00000009783	ENSMUSG00000021820
ENSOCUG00000012579	ENSGALG00000011180	ENSG00000112584	ENSMMUG00000021145	ENSRNOG00000058790	ENSMUSG00000014763
ENSOCUG00000012582	ENSGALG00000010183	ENSG00000080371	ENSMMUG00000040380	ENSRNOG00000003923	ENSMUSG00000020132
ENSOCUG00000012583	ENSGALG00000017317	ENSG00000187726	ENSMMUG00000041012	ENSRNOG00000017975	ENSMUSG00000030708
ENSOCUG00000012585	ENSGALG00000032342	ENSG00000148343	ENSMMUG00000011765	ENSRNOG00000017513	ENSMUSG00000026858
ENSOCUG00000012588	ENSGALG00000025738	ENSG00000116574	ENSMMUG00000057995	ENSRNOG00000062578	ENSMUSG00000039960
ENSOCUG00000012590	ENSGALG00000003430	ENSG00000122512	ENSMMUG00000030421	ENSRNOG00000001040	ENSMUSG00000079109
ENSOCUG00000012592	ENSGALG00000010837	ENSG00000164122	ENSMMUG00000013736	ENSRNOG00000042630	ENSMUSG00000031519
ENSOCUG00000012596	ENSGALG00000047297	ENSG00000143125	ENSMMUG00000064173	ENSRNOG00000018201	ENSMUSG00000070368
ENSOCUG00000012600	ENSGALG00000001664	ENSG00000169410	ENSMMUG00000003783	ENSRNOG00000017600	ENSMUSG00000032290
ENSOCUG00000012605	ENSGALG00000000652	ENSG00000097021	ENSMMUG00000004094	ENSRNOG00000010580	ENSMUSG00000028937
ENSOCUG00000012606	ENSGALG00000003391	ENSG00000086232	ENSMMUG00000030419	ENSRNOG00000001050	ENSMUSG00000029613
ENSOCUG00000012608	ENSGALG00000012396	ENSG00000125384	ENSMMUG00000000023	ENSRNOG00000050968	ENSMUSG00000037759
ENSOCUG00000012610	ENSGALG00000035419	ENSG00000064309	ENSMMUG00000007628	ENSRNOG00000011789	ENSMUSG00000038119
ENSOCUG00000012611	ENSGALG00000008437	ENSG00000173848	ENSMMUG00000017443	ENSRNOG00000017765	ENSMUSG00000021215
ENSOCUG00000012614	ENSGALG00000043613	ENSG00000087301	ENSMMUG00000006997	ENSRNOG00000006334	ENSMUSG00000021830
ENSOCUG00000012615	ENSGALG00000029811	ENSG00000164619	ENSMMUG00000017232	ENSRNOG00000015357	ENSMUSG00000031963
ENSOCUG00000012616	ENSGALG00000002347	ENSG00000181744	ENSMMUG00000017055	ENSRNOG00000008519	ENSMUSG00000045414
ENSOCUG00000012618	ENSGALG00000016003	ENSG00000198171	ENSMMUG00000063520	ENSRNOG00000021232	ENSMUSG00000068290
ENSOCUG00000012620	ENSGALG00000040909	ENSG00000165392	ENSMMUG00000022655	ENSRNOG00000015440	ENSMUSG00000031583
ENSOCUG00000012624	ENSGALG00000006306	ENSG00000159650	ENSMMUG00000004197	ENSRNOG00000043404	ENSMUSG00000034456
ENSOCUG00000012625	ENSGALG00000004079	ENSG00000165675	ENSMMUG00000013162	ENSRNOG00000030622	ENSMUSG00000031109
ENSOCUG00000012627	ENSGALG00000012401	ENSG00000180998	ENSMMUG00000006998	ENSRNOG00000026328	ENSMUSG00000049092
ENSOCUG00000012628	ENSGALG00000011079	ENSG00000182512	ENSMMUG00000054267	ENSRNOG00000004206	ENSMUSG00000021102
ENSOCUG00000012629	ENSGALG00000007311	ENSG00000165376	ENSMMUG00000013146	ENSRNOG00000054495	ENSMUSG00000047230
ENSOCUG00000012632	ENSGALG00000012404	ENSG00000197930	ENSMMUG00000029350	ENSRNOG00000006462	ENSMUSG00000021831
ENSOCUG00000012634	ENSGALG00000007998	ENSG00000091137	ENSMMUG00000019125	ENSRNOG00000058692	ENSMUSG00000020651
ENSOCUG00000012635	ENSGALG00000011243	ENSG00000092345	ENSMMUG00000011361	ENSRNOG00000023474	ENSMUSG00000010592
ENSOCUG00000012636	ENSGALG00000037094	ENSG00000151615	ENSMMUG00000053730	ENSRNOG00000012167	ENSMUSG00000031688
ENSOCUG00000012637	ENSGALG00000008537	ENSG00000182580	ENSMMUG00000003304	ENSRNOG00000031801	ENSMUSG00000005958
ENSOCUG00000012639	ENSGALG00000006252	ENSG00000143013	ENSMMUG00000017383	ENSRNOG00000009205	ENSMUSG00000028266
ENSOCUG00000012642	ENSGALG00000029510	ENSG00000152953	ENSMMUG00000016922	ENSRNOG00000031397	ENSMUSG00000029123
ENSOCUG00000012643	ENSGALG00000003747	ENSG00000145623	ENSMMUG00000001609	ENSRNOG00000033192	ENSMUSG00000022146
ENSOCUG00000012644	ENSGALG00000034070	ENSG00000128683	ENSMMUG00000015198	ENSRNOG00000000007	ENSMUSG00000070880
ENSOCUG00000012645	ENSGALG00000032763	ENSG00000116353	ENSMMUG00000015659	ENSRNOG00000028047	ENSMUSG00000028910
ENSOCUG00000012646	ENSGALG00000005054	ENSG00000130826	ENSMMUG00000005768	ENSRNOG00000055562	ENSMUSG00000031403
ENSOCUG00000012648	ENSGALG00000041564	ENSG00000198162	ENSMMUG00000047035	ENSRNOG00000015226	ENSMUSG00000008763
ENSOCUG00000012654	ENSGALG00000004621	ENSG00000124126	ENSMMUG00000015072	ENSRNOG00000006952	ENSMUSG00000039621
ENSOCUG00000012655	ENSGALG00000016034	ENSG00000088812	ENSMMUG00000022283	ENSRNOG00000021240	ENSMUSG00000027312
ENSOCUG00000012659	ENSGALG00000032955	ENSG00000143367	ENSMMUG00000021260	ENSRNOG00000020923	ENSMUSG00000005968
ENSOCUG00000012661	ENSGALG00000031440	ENSG00000060656	ENSMMUG00000015661	ENSRNOG00000013515	ENSMUSG00000028909
ENSOCUG00000012663	ENSGALG00000039458	ENSG00000138379	ENSMMUG00000014307	ENSRNOG00000021294	ENSMUSG00000026100
ENSOCUG00000012665	ENSGALG00000012033	ENSG00000100359	ENSMMUG00000008135	ENSRNOG00000018745	ENSMUSG00000042303
ENSOCUG00000012667	ENSGALG00000005823	ENSG00000115677	ENSMMUG00000004730	ENSRNOG00000031479	ENSMUSG00000034088
ENSOCUG00000012668	ENSGALG00000003775	ENSG00000164327	ENSMMUG00000001611	ENSRNOG00000011341	ENSMUSG00000050310
ENSOCUG00000012669	ENSGALG00000009583	ENSG00000115806	ENSMMUG00000015203	ENSRNOG00000023386	ENSMUSG00000014959
ENSOCUG00000012670	ENSGALG00000004045	ENSG00000157985	ENSMMUG00000009346	ENSRNOG00000019476	ENSMUSG00000055013
ENSOCUG00000012673	ENSGALG00000005983	ENSG00000099956	ENSMMUG00000009098	ENSRNOG00000028302	ENSMUSG00000000902
ENSOCUG00000012674	ENSGALG00000008456	ENSG00000148408	ENSMMUG00000009187	ENSRNOG00000004560	ENSMUSG00000004113
ENSOCUG00000012677	ENSGALG00000007078	ENSG00000138185	ENSMMUG00000022658	ENSRNOG00000014574	ENSMUSG00000048120
ENSOCUG00000012679	ENSGALG00000008916	ENSG00000162616	ENSMMUG00000050425	ENSRNOG00000013011	ENSMUSG00000028035
ENSOCUG00000012680	ENSGALG00000009569	ENSG00000198586	ENSMMUG00000011189	ENSRNOG00000009300	ENSMUSG00000041997
ENSOCUG00000012685	ENSGALG00000042492	ENSG00000164093	ENSMMUG00000011322	ENSRNOG00000010681	ENSMUSG00000028023
ENSOCUG00000012687	ENSGALG00000032723	ENSG00000198720	ENSMMUG00000014409	ENSRNOG00000014742	ENSMUSG00000037907
ENSOCUG00000012691	ENSGALG00000000997	ENSG00000182963	ENSMMUG00000005458	ENSRNOG00000048838	ENSMUSG00000034520
ENSOCUG00000012696	ENSGALG00000021658	ENSG00000158006	ENSMMUG00000000655	ENSRNOG00000022288	ENSMUSG00000037366
ENSOCUG00000012699	ENSGALG00000003792	ENSG00000082074	ENSMMUG00000021218	ENSRNOG00000013886	ENSMUSG00000022148
ENSOCUG00000012700	ENSGALG00000028949	ENSG00000167549	ENSMMUG00000014411	ENSRNOG00000014496	ENSMUSG00000020836
ENSOCUG00000012703	ENSGALG00000001036	ENSG00000006744	ENSMMUG00000014450	ENSRNOG00000003424	ENSMUSG00000020549
ENSOCUG00000012705	ENSGALG00000011953	ENSG00000100410	ENSMMUG00000065330	ENSRNOG00000024170	ENSMUSG00000061360
ENSOCUG00000012713	ENSGALG00000006508	ENSG00000129682	ENSMMUG00000012484	ENSRNOG00000042753	ENSMUSG00000031137
ENSOCUG00000012715	ENSGALG00000008253	ENSG00000089225	ENSMMUG00000016202	ENSRNOG00000001399	ENSMUSG00000018263
ENSOCUG00000012721	ENSGALG00000003803	ENSG00000153071	ENSMMUG00000019879	ENSRNOG00000028930	ENSMUSG00000022150
ENSOCUG00000012722	ENSGALG00000008038	ENSG00000115524	ENSMMUG00000022430	ENSRNOG00000013516	ENSMUSG00000025982
ENSOCUG00000012730	ENSGALG00000042822	ENSG00000106052	ENSMMUG00000022454	ENSRNOG00000008393	ENSMUSG00000004535
ENSOCUG00000012738	ENSGALG00000030455	ENSG00000153814	ENSMMUG00000042360	ENSRNOG00000027026	ENSMUSG00000063568
ENSOCUG00000012739	ENSGALG00000008081	ENSG00000105851	ENSMMUG00000011385	ENSRNOG00000009385	ENSMUSG00000020573
ENSOCUG00000012740	ENSGALG00000003907	ENSG00000102921	ENSMMUG00000018978	ENSRNOG00000015121	ENSMUSG00000031652
ENSOCUG00000012745	ENSGALG00000006182	ENSG00000088833	ENSMMUG00000015994	ENSRNOG00000008604	ENSMUSG00000027455
ENSOCUG00000012746	ENSGALG00000035116	ENSG00000118007	ENSMMUG00000003263	ENSRNOG00000015389	ENSMUSG00000037286
ENSOCUG00000012747	ENSGALG00000008060	ENSG00000005249	ENSMMUG00000015404	ENSRNOG00000009079	ENSMUSG00000002997
ENSOCUG00000012754	ENSGALG00000007557	ENSG00000145016	ENSMMUG00000006623	ENSRNOG00000059880	ENSMUSG00000035629
ENSOCUG00000012755	ENSGALG00000034461	ENSG00000163781	ENSMMUG00000000059	ENSRNOG00000009789	ENSMUSG00000032555
ENSOCUG00000012756	ENSGALG00000003540	ENSG00000258890	ENSMMUG00000009459	ENSRNOG00000014354	ENSMUSG00000018372
ENSOCUG00000012757	ENSGALG00000011662	ENSG00000155561	ENSMMUG00000016384	ENSRNOG00000010852	ENSMUSG00000038759
ENSOCUG00000012758	ENSGALG00000008050	ENSG00000105856	ENSMMUG00000015409	ENSRNOG00000008927	ENSMUSG00000002996
ENSOCUG00000012763	ENSGALG00000007927	ENSG00000134115	ENSMMUG00000008549	ENSRNOG00000032517	ENSMUSG00000030092
ENSOCUG00000012766	ENSGALG00000027484	ENSG00000124237	ENSMMUG00000057227	ENSRNOG00000028533	ENSMUSG00000027518
ENSOCUG00000012769	ENSGALG00000016971	ENSG00000102804	ENSMMUG00000003753	ENSRNOG00000001030	ENSMUSG00000022010
ENSOCUG00000012770	ENSGALG00000007581	ENSG00000122068	ENSMMUG00000048439	ENSRNOG00000034233	ENSMUSG00000022800
ENSOCUG00000012771	ENSGALG00000042764	ENSG00000164597	ENSMMUG00000015411	ENSRNOG00000056610	ENSMUSG00000035933
ENSOCUG00000012776	ENSGALG00000003566	ENSG00000108854	ENSMMUG00000009461	ENSRNOG00000014623	ENSMUSG00000018363
ENSOCUG00000012779	ENSGALG00000010843	ENSG00000077585	ENSMMUG00000014263	ENSRNOG00000002480	ENSMUSG00000021306
ENSOCUG00000012780	ENSGALG00000005745	ENSG00000149658	ENSMMUG00000009227	ENSRNOG00000027015	ENSMUSG00000038848
ENSOCUG00000012781	ENSGALG00000054378	ENSG00000158113	ENSMMUG00000012844	ENSRNOG00000008470	ENSMUSG00000063409
ENSOCUG00000012783	ENSGALG00000036492	ENSG00000134780	ENSMMUG00000049301	ENSRNOG00000027264	ENSMUSG00000035735
ENSOCUG00000012784	ENSGALG00000023661	ENSG00000105865	ENSMMUG00000030218	ENSRNOG00000008155	ENSMUSG00000020648
ENSOCUG00000012789	ENSGALG00000040000	ENSG00000086619	ENSMMUG00000044139	ENSRNOG00000002609	ENSMUSG00000057069
ENSOCUG00000012790	ENSGALG00000036294	ENSG00000131236	ENSMMUG00000009188	ENSRNOG00000013492	ENSMUSG00000028656
ENSOCUG00000012792	ENSGALG00000007677	ENSG00000185875	ENSMMUG00000022383	ENSRNOG00000033076	ENSMUSG00000048550
ENSOCUG00000012794	ENSGALG00000052088	ENSG00000156384	ENSMMUG00000044990	ENSRNOG00000012641	ENSMUSG00000025066
ENSOCUG00000012796	ENSGALG00000003936	ENSG00000131238	ENSMMUG00000009189	ENSRNOG00000012616	ENSMUSG00000028657
ENSOCUG00000012800	ENSGALG00000003131	ENSG00000153933	ENSMMUG00000044447	ENSRNOG00000002338	ENSMUSG00000000276
ENSOCUG00000012805	ENSGALG00000016313	ENSG00000001084	ENSMMUG00000008684	ENSRNOG00000006302	ENSMUSG00000032350
ENSOCUG00000012806	ENSGALG00000003113	ENSG00000169220	ENSMMUG00000019807	ENSRNOG00000015616	ENSMUSG00000052087
ENSOCUG00000012809	ENSGALG00000001938	ENSG00000085491	ENSMMUG00000002789	ENSRNOG00000020470	ENSMUSG00000040322
ENSOCUG00000012810	ENSGALG00000017219	ENSG00000182919	ENSMMUG00000013601	ENSRNOG00000010887	ENSMUSG00000031938
ENSOCUG00000012811	ENSGALG00000009415	ENSG00000198732	ENSMMUG00000017430	ENSRNOG00000005998	ENSMUSG00000021136
ENSOCUG00000012813	ENSGALG00000012863	ENSG00000133597	ENSMMUG00000015282	ENSRNOG00000010005	ENSMUSG00000046947
ENSOCUG00000012814	ENSGALG00000002504	ENSG00000116747	ENSMMUG00000022643	ENSRNOG00000003434	ENSMUSG00000018199
ENSOCUG00000012816	ENSGALG00000033154	ENSG00000159184	ENSMMUG00000060879	ENSRNOG00000007491	ENSMUSG00000049604
ENSOCUG00000012817	ENSGALG00000017238	ENSG00000168959	ENSMMUG00000010184	ENSRNOG00000016429	ENSMUSG00000049583
ENSOCUG00000012819	ENSGALG00000006906	ENSG00000188419	ENSMMUG00000016776	ENSRNOG00000000161	ENSMUSG00000025531
ENSOCUG00000012826	ENSGALG00000011800	ENSG00000084444	ENSMMUG00000017636	ENSRNOG00000008443	ENSMUSG00000030207
ENSOCUG00000012827	ENSGALG00000011762	ENSG00000033178	ENSMMUG00000003776	ENSRNOG00000021931	ENSMUSG00000035898
ENSOCUG00000012829	ENSGALG00000034802	ENSG00000183576	ENSMMUG00000001199	ENSRNOG00000006587	ENSMUSG00000056770
ENSOCUG00000012831	ENSGALG00000043493	ENSG00000146678	ENSMMUG00000059330	ENSRNOG00000058780	ENSMUSG00000020429
ENSOCUG00000012833	ENSGALG00000009884	ENSG00000143469	ENSMMUG00000016349	ENSRNOG00000046139	ENSMUSG00000016200
ENSOCUG00000012834	ENSGALG00000005646	ENSG00000103197	ENSMMUG00000002808	ENSRNOG00000011375	ENSMUSG00000002496
ENSOCUG00000012837	ENSGALG00000011802	ENSG00000111305	ENSMMUG00000017637	ENSRNOG00000008518	ENSMUSG00000030206
ENSOCUG00000012839	ENSGALG00000005430	ENSG00000178038	ENSMMUG00000021247	ENSRNOG00000033921	ENSMUSG00000044037
ENSOCUG00000012843	ENSGALG00000039734	ENSG00000139624	ENSMMUG00000016471	ENSRNOG00000052990	ENSMUSG00000023021
ENSOCUG00000012850	ENSGALG00000012144	ENSG00000100335	ENSMMUG00000004496	ENSRNOG00000017553	ENSMUSG00000022412
ENSOCUG00000012854	ENSGALG00000039001	ENSG00000118407	ENSMMUG00000019275	ENSRNOG00000011521	ENSMUSG00000034898
ENSOCUG00000012859	ENSGALG00000012619	ENSG00000110851	ENSMMUG00000015550	ENSRNOG00000004962	ENSMUSG00000035529
ENSOCUG00000012860	ENSGALG00000005689	ENSG00000075891	ENSMMUG00000009163	ENSRNOG00000014253	ENSMUSG00000004231
ENSOCUG00000012861	ENSGALG00000052506	ENSG00000160785	ENSMMUG00000004902	ENSRNOG00000025269	ENSMUSG00000050144
ENSOCUG00000012865	ENSGALG00000037366	ENSG00000182771	ENSMMUG00000023612	ENSRNOG00000055499	ENSMUSG00000041078
ENSOCUG00000012866	ENSGALG00000011958	ENSG00000167074	ENSMMUG00000005221	ENSRNOG00000019383	ENSMUSG00000022389
ENSOCUG00000012867	ENSGALG00000053210	ENSG00000127074	ENSMMUG00000059086	ENSRNOG00000003888	ENSMUSG00000051079
ENSOCUG00000012868	ENSGALG00000016769	ENSG00000115526	ENSMMUG00000021645	ENSRNOG00000012815	ENSMUSG00000026080
ENSOCUG00000012873	ENSGALG00000002549	ENSG00000090104	ENSMMUG00000003486	ENSRNOG00000003895	ENSMUSG00000026358
ENSOCUG00000012875	ENSGALG00000035201	ENSG00000187522	ENSMMUG00000017173	ENSRNOG00000015212	ENSMUSG00000109865
ENSOCUG00000012881	ENSGALG00000041555	ENSG00000108821	ENSMMUG00000001467	ENSRNOG00000003897	ENSMUSG00000001506
ENSOCUG00000012886	ENSGALG00000029918	ENSG00000198952	ENSMMUG00000000090	ENSRNOG00000019590	ENSMUSG00000001415
ENSOCUG00000012890	ENSGALG00000038915	ENSG00000133740	ENSMMUG00000006380	ENSRNOG00000010760	ENSMUSG00000027552
ENSOCUG00000012891	ENSGALG00000046141	ENSG00000183644	ENSMMUG00000021439	ENSRNOG00000043383	ENSMUSG00000032057
ENSOCUG00000012893	ENSGALG00000027960	ENSG00000126010	ENSMMUG00000023688	ENSRNOG00000004124	ENSMUSG00000031364
ENSOCUG00000012900	ENSGALG00000003759	ENSG00000069667	ENSMMUG00000018192	ENSRNOG00000027145	ENSMUSG00000032238
ENSOCUG00000012903	ENSGALG00000016044	ENSG00000159263	ENSMMUG00000058333	ENSRNOG00000054203	ENSMUSG00000062713
ENSOCUG00000012905	ENSGALG00000016744	ENSG00000186297	ENSMMUG00000023554	ENSRNOG00000010803	ENSMUSG00000055078
ENSOCUG00000012906	ENSGALG00000011205	ENSG00000112562	ENSMMUG00000014474	ENSRNOG00000014166	ENSMUSG00000023886
ENSOCUG00000012909	ENSGALG00000002428	ENSG00000103310	ENSMMUG00000016759	ENSRNOG00000057989	ENSMUSG00000030911
ENSOCUG00000012912	ENSGALG00000027665	ENSG00000100321	ENSMMUG00000012101	ENSRNOG00000017108	ENSMUSG00000022415
ENSOCUG00000012915	ENSGALG00000036873	ENSG00000170145	ENSMMUG00000030914	ENSRNOG00000043498	ENSMUSG00000037112
ENSOCUG00000012916	ENSGALG00000014490	ENSG00000110811	ENSMMUG00000005189	ENSRNOG00000016143	ENSMUSG00000023191
ENSOCUG00000012918	ENSGALG00000007284	ENSG00000163630	ENSMMUG00000023718	ENSRNOG00000008203	ENSMUSG00000056296
ENSOCUG00000012919	ENSGALG00000007929	ENSG00000150764	ENSMMUG00000017565	ENSRNOG00000010260	ENSMUSG00000032064
ENSOCUG00000012921	ENSGALG00000036821	ENSG00000185122	ENSMMUG00000014728	ENSRNOG00000021732	ENSMUSG00000022556
ENSOCUG00000012922	ENSGALG00000002442	ENSG00000175311	ENSMMUG00000062042	ENSRNOG00000046181	ENSMUSG00000030909
ENSOCUG00000012924	ENSGALG00000002159	ENSG00000161533	ENSMMUG00000014172	ENSRNOG00000008755	ENSMUSG00000020777
ENSOCUG00000012926	ENSGALG00000008254	ENSG00000153107	ENSMMUG00000012115	ENSRNOG00000016965	ENSMUSG00000014355
ENSOCUG00000012928	ENSGALG00000016708	ENSG00000001561	ENSMMUG00000042260	ENSRNOG00000010174	ENSMUSG00000023961
ENSOCUG00000012932	ENSGALG00000010694	ENSG00000187742	ENSMMUG00000012532	ENSRNOG00000013773	ENSMUSG00000035139
ENSOCUG00000012934	ENSGALG00000034438	ENSG00000111664	ENSMMUG00000005190	ENSRNOG00000015541	ENSMUSG00000023439
ENSOCUG00000012937	ENSGALG00000028530	ENSG00000142875	ENSMMUG00000003457	ENSRNOG00000004978	ENSMUSG00000005034
ENSOCUG00000012942	ENSGALG00000010957	ENSG00000162607	ENSMMUG00000002339	ENSRNOG00000007890	ENSMUSG00000028560
ENSOCUG00000012944	ENSGALG00000005667	ENSG00000184787	ENSMMUG00000045077	ENSRNOG00000001222	ENSMUSG00000009293
ENSOCUG00000012946	ENSGALG00000012986	ENSG00000073614	ENSMMUG00000013653	ENSRNOG00000010591	ENSMUSG00000030180
ENSOCUG00000012948	ENSGALG00000010967	ENSG00000116641	ENSMMUG00000002340	ENSRNOG00000008298	ENSMUSG00000028556
ENSOCUG00000012955	ENSGALG00000010697	ENSG00000187764	ENSMMUG00000008629	ENSRNOG00000013679	ENSMUSG00000021451
ENSOCUG00000012959	ENSGALG00000009572	ENSG00000173157	ENSMMUG00000013942	ENSRNOG00000033397	ENSMUSG00000022449
ENSOCUG00000012963	ENSGALG00000001037	ENSG00000173611	ENSMMUG00000020633	ENSRNOG00000025278	ENSMUSG00000035236
ENSOCUG00000012968	ENSGALG00000040249	ENSG00000180828	ENSMMUG00000038208	ENSRNOG00000021745	ENSMUSG00000025128
ENSOCUG00000012969	ENSGALG00000038769	ENSG00000182040	ENSMMUG00000054593	ENSRNOG00000028456	ENSMUSG00000045288
ENSOCUG00000012972	ENSGALG00000007945	ENSG00000109846	ENSMMUG00000022133	ENSRNOG00000010524	ENSMUSG00000032060
ENSOCUG00000012975	ENSGALG00000003293	ENSG00000140943	ENSMMUG00000020053	ENSRNOG00000015173	ENSMUSG00000031835
ENSOCUG00000012979	ENSGALG00000017418	ENSG00000171246	ENSMMUG00000001286	ENSRNOG00000003741	ENSMUSG00000025582
ENSOCUG00000012980	ENSGALG00000038813	ENSG00000239474	ENSMMUG00000020510	ENSRNOG00000007461	ENSMUSG00000075307
ENSOCUG00000012981	ENSGALG00000004740	ENSG00000128872	ENSMMUG00000017432	ENSRNOG00000010447	ENSMUSG00000032186
ENSOCUG00000012983	ENSGALG00000010711	ENSG00000122584	ENSMMUG00000009711	ENSRNOG00000008939	ENSMUSG00000046178
ENSOCUG00000012985	ENSGALG00000013737	ENSG00000146433	ENSMMUG00000019450	ENSRNOG00000018158	ENSMUSG00000038141
ENSOCUG00000012986	ENSGALG00000031495	ENSG00000038382	ENSMMUG00000015489	ENSRNOG00000012148	ENSMUSG00000022263
ENSOCUG00000012989	ENSGALG00000044995	ENSG00000164113	ENSMMUG00000004572	ENSRNOG00000017246	ENSMUSG00000027719
ENSOCUG00000012990	ENSGALG00000008860	ENSG00000175556	ENSMMUG00000016431	ENSRNOG00000013092	ENSMUSG00000016239
ENSOCUG00000012991	ENSGALG00000016447	ENSG00000143870	ENSMMUG00000012864	ENSRNOG00000050197	ENSMUSG00000020571
ENSOCUG00000012992	ENSGALG00000017112	ENSG00000139505	ENSMMUG00000018419	ENSRNOG00000012918	ENSMUSG00000021987
ENSOCUG00000012993	ENSGALG00000006502	ENSG00000180628	ENSMMUG00000038018	ENSRNOG00000018532	ENSMUSG00000024805
ENSOCUG00000012995	ENSGALG00000008257	ENSG00000153208	ENSMMUG00000010066	ENSRNOG00000017319	ENSMUSG00000014361
ENSOCUG00000012996	ENSGALG00000012321	ENSG00000012983	ENSMMUG00000020550	ENSRNOG00000004923	ENSMUSG00000034761
ENSOCUG00000013002	ENSGALG00000034725	ENSG00000141867	ENSMMUG00000021382	ENSRNOG00000006770	ENSMUSG00000024002
ENSOCUG00000013003	ENSGALG00000011040	ENSG00000153253	ENSMMUG00000018840	ENSRNOG00000005007	ENSMUSG00000057182
ENSOCUG00000013005	ENSGALG00000014607	ENSG00000131748	ENSMMUG00000001343	ENSRNOG00000042044	ENSMUSG00000018167
ENSOCUG00000013011	ENSGALG00000010551	ENSG00000163171	ENSMMUG00000052788	ENSRNOG00000032136	ENSMUSG00000036533
ENSOCUG00000013015	ENSGALG00000008452	ENSG00000163913	ENSMMUG00000012727	ENSRNOG00000010952	ENSMUSG00000030323
ENSOCUG00000013017	ENSGALG00000012748	ENSG00000197977	ENSMMUG00000013908	ENSRNOG00000014702	ENSMUSG00000021364
ENSOCUG00000013024	ENSGALG00000032808	ENSG00000172766	ENSMMUG00000011590	ENSRNOG00000045863	ENSMUSG00000022020
